,mbfc__Event_Date__c,mbfc__Location_text__c,mbfc__Notation_Type__c,mbfc__Register_Entry_Type__c,mbfc__Ordination_Type__c,mbfc__Celebrant__c,mbfc__Contact__c,Archdpdx_Job_Id__c,Archdpdx_Migration_Id__c
166,1994-08-13,,Notice of Matrimony,Notation,,,003Dx00000nKjBfIAK,124,227_Notation_NoticeofMatrimonynan
167,1966-07-10,"Our Lady Queen of the Universe, Black Rock, Barbados West Indies",Proof of Baptism,Notation,,,003Dx00000nKjBgIAK,124,188_Notation_ProofofBaptismnan
168,1994-08-13,,Notice of Matrimony,Notation,,,003Dx00000nKjBgIAK,124,188_Notation_NoticeofMatrimonynan
169,2002-11-23,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjBgIAK,124,188_Notation_NoticeofHolyOrdersDiaconate
170,1966-01-30,"St. John the Baptist, Milwaukie, OR",Proof of Baptism,Notation,,,003Dx00000nKjBlIAK,124,302_Notation_ProofofBaptismnan
171,1977-08-30,,Notice of Matrimony,Notation,,,003Dx00000nKjBlIAK,124,302_Notation_NoticeofMatrimonynan
172,1953-05-17,"Cathedral of the Immaculate Conception, Crookston, MN",Proof of Baptism,Notation,,,003Dx00000nKjBmIAK,124,844_Notation_ProofofBaptismnan
173,1961-04-01,,Notice of Confirmation,Notation,,,003Dx00000nKjBmIAK,124,844_Notation_NoticeofConfirmationnan
174,1982-04-03,"Holy Family Church, Grand Forks, ND",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjBmIAK,124,844_Notation_NoticeofHolyOrdersDiaconate
175,1983-06-12,"St. Michael’s Church, Grand Forks, ND",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKilQIAS,003Dx00000nKjBmIAK,124,844_Notation_NoticeofHolyOrdersPresbyteral
176,2020-10-01,"St. Peter’s Basilica, Rome",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjBnIAK,124,524_Notation_NoticeofHolyOrdersDiaconate
177,2022-06-25,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKjBnIAK,124,524_Notation_NoticeofHolyOrdersPresbyteral
178,1970-06-13,"St. Charles, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaDIAS,003Dx00000nKjBrIAK,124,332_Notation_NoticeofHolyOrdersPresbyteral
179,1999-04-03,"Sacred Heart Catholic Church, Waianae HI",Proof of Baptism,Notation,,,003Dx00000nKjBuIAK,124,43_Notation_ProofofBaptismnan
180,1980-03-29,,Notice of Matrimony,Notation,,,003Dx00000nKjBuIAK,124,43_Notation_NoticeofMatrimonynan
181,2017-06-10,"Blessed Sacrament Church, Hollywood, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjC3IAK,124,2007_Notation_NoticeofHolyOrdersPresbyteral
182,1980-01-05,,Notice of Matrimony,Notation,,,003Dx00000nKjC4IAK,124,274_Notation_NoticeofMatrimonynan
183,1982-12-19,"St. Patrick Church, Canby OR",Proof of Baptism,Notation,,,003Dx00000nKjC5IAK,124,196_Notation_ProofofBaptismnan
184,1980-01-05,,Notice of Matrimony,Notation,,,003Dx00000nKjC5IAK,124,196_Notation_NoticeofMatrimonynan
185,2008-10-25,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjC5IAK,124,196_Notation_NoticeofHolyOrdersDiaconate
186,2013-10-30,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjC6IAK,124,845_Notation_NoticeofHolyOrdersDiaconate
187,2014-06-14,"Abbey Church, Mount Angel Abbey, Saint Benedict, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKilRIAS,003Dx00000nKjC6IAK,124,845_Notation_NoticeofHolyOrdersPresbyteral
188,1995-05-06,"St. Joseph, Salem, OR",Proof of Baptism,Notation,,,003Dx00000nKjC8IAK,124,1957_Notation_ProofofBaptismnan
189,2009-04-23,"Immaculate Conception, Stayton, OR",Notice of Confirmation,Notation,,,003Dx00000nKjC8IAK,124,1957_Notation_NoticeofConfirmationnan
190,2012-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjCAIA0,124,680_Notation_NoticeofHolyOrdersPresbyteral
191,1983-06-25,"Our Lady of Guadalupe Church, El Monte, CA",Proof of Baptism,Notation,,,003Dx00000nKjCCIA0,124,2003_Notation_ProofofBaptismnan
192,2014-10-11,"Church of St. Ignatius of Loyola, Chestnut Hill, MA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjCCIA0,124,2003_Notation_NoticeofHolyOrdersDiaconate
193,2015-06-13,"Blessed Sacrament Church, Hollywood, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjCCIA0,124,2003_Notation_NoticeofHolyOrdersPresbyteral
194,2018-03-31,"St. Peter Catholic Church, Newburg, OR",Proof of Baptism,Notation,,,003Dx00000nKjCFIA0,124,2252_Notation_ProofofBaptismnan
195,2018-03-31,"St. Peter Catholic Church, Newburg, OR",Notice of Confirmation,Notation,,,003Dx00000nKjCFIA0,124,2252_Notation_NoticeofConfirmationnan
196,2003-07-07,"St. Dominic’s Church, San Francisco, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKjCLIA0,124,883_Notation_NoticeofHolyOrdersPresbyteral
197,1988-06-21,San Luis Potosi,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjCNIA0,124,758_Notation_NoticeofHolyOrdersPresbyteral
198,1970-08-15,"St. Peter, Eugene",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaDIAS,003Dx00000nKjCOIA0,124,819_Notation_NoticeofHolyOrdersPresbyteral
199,2000-05-27,"Church of the Blessed Sacrament, Hollywood, CA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjCVIA0,124,2741_Notation_NoticeofHolyOrdersPresbyteral
200,1992-09-05,"St. Mary Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKjCbIAK,124,968_Notation_NoticeofHolyOrdersPresbyteral
201,2012-05-18,,Notice of Holy Orders,Notation,Episcopal,,003Dx00000nKjCbIAK,124,968_Notation_NoticeofHolyOrdersEpiscopal
202,1944-01-23,"Our Lady of the Lake, Lake Oswego OR",Proof of Baptism,Notation,,,003Dx00000nKjCeIAK,124,204_Notation_ProofofBaptismnan
203,1990-09-08,,Notice of Matrimony,Notation,,,003Dx00000nKjCeIAK,124,204_Notation_NoticeofMatrimonynan
204,2010-11-06,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjCeIAK,124,204_Notation_NoticeofHolyOrdersDiaconate
205,1990-09-08,,Notice of Matrimony,Notation,,,003Dx00000nKjCfIAK,124,163_Notation_NoticeofMatrimonynan
206,1970-04-05,"Parroquia San Cayetano, Irapuato, Guanajuato, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjRBIA0,124,359_Notation_ProofofBaptismnan
207,1998-12-28,,Notice of Matrimony,Notation,,,003Dx00000nKjRBIA0,124,359_Notation_NoticeofMatrimonynan
208,1969-06-21,,Notice of Matrimony,Notation,,,003Dx00000nKjRCIA0,124,281_Notation_NoticeofMatrimonynan
209,1992-06-07,,Proof of Baptism,Notation,,,003Dx00000nKjRIIA0,124,432_Notation_ProofofBaptismnan
210,1994-01-08,,Notice of Matrimony,Notation,,,003Dx00000nKjRIIA0,124,432_Notation_NoticeofMatrimonynan
211,1977-07-10,"Capital Christian Center, Sacramento, California (Assemblies of God)",Proof of Baptism,Notation,,,003Dx00000nKjRJIA0,124,1930_Notation_ProofofBaptismnan
212,1991-03-30,"Centerville Chapel, Augsburg, Germany",Notice of Confirmation,Notation,,,003Dx00000nKjRJIA0,124,1930_Notation_NoticeofConfirmationnan
213,1991-03-30,"Archdiocese for the Military Services, USA",Notice of Profession of Faith,Notation,,,003Dx00000nKjRJIA0,124,1930_Notation_NoticeofProfessionofFaithnan
214,1995-10-21,"Fort McNair, Washington, DC",Notice of Matrimony,Notation,,,003Dx00000nKjRJIA0,124,1930_Notation_NoticeofMatrimonynan
215,1995-10-21,"Fort McNair, Washington, DC",Notice of Matrimony,Notation,,,003Dx00000nKjRKIA0,124,2032_Notation_NoticeofMatrimonynan
216,1993-10-09,,Notice of Matrimony,Notation,,,003Dx00000nKjRSIA0,124,199_Notation_NoticeofMatrimonynan
217,1962-03-14,"Parroquia de Santiago Apóstol, Sahuayo, Michoacan, Mexico",Proof of Baptism,Notation,,,003Dx00000nKjRUIA0,124,12_Notation_ProofofBaptismnan
218,1993-10-09,,Notice of Matrimony,Notation,,,003Dx00000nKjRUIA0,124,12_Notation_NoticeofMatrimonynan
219,2011-10-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjRUIA0,124,12_Notation_NoticeofHolyOrdersDiaconate
220,1957-06-22,"Chapel, Dreux Air Base, France",Proof of Baptism,Notation,,,003Dx00000nKjRaIAK,124,83_Notation_ProofofBaptismnan
221,1984-09-08,,Notice of Matrimony,Notation,,,003Dx00000nKjRaIAK,124,83_Notation_NoticeofMatrimonynan
222,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjRaIAK,124,83_Notation_NoticeofHolyOrdersDiaconate
223,1984-09-08,,Notice of Matrimony,Notation,,,003Dx00000nKjRbIAK,124,239_Notation_NoticeofMatrimonynan
224,2005-03-19,,Notice of Matrimony,Notation,,,003Dx00000nKjRoIAK,124,3077_Notation_NoticeofMatrimonynan
225,1978-02-26,"St. Mary Parish, Farmington, NM",Proof of Baptism,Notation,,,003Dx00000nKjRpIAK,124,3076_Notation_ProofofBaptismnan
226,2005-03-19,,Notice of Matrimony,Notation,,,003Dx00000nKjRpIAK,124,3076_Notation_NoticeofMatrimonynan
227,2013-10-26,"St. John Cathedral, Boise, ID",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjRpIAK,124,3076_Notation_NoticeofHolyOrdersDiaconate
228,1963-03-30,"Fribourg Cathedral, Fribourg, Switzerland",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaXIAS,003Dx00000nKjS0IAK,124,637_Notation_NoticeofHolyOrdersPresbyteral
229,1991-11-07,"St Ambrose Church Brunswick, Ohio",Proof of Baptism,Notation,,,,124,525_Notation_ProofofBaptismnan
230,2006-07-09,,Notice of Confirmation,Notation,,,,124,525_Notation_NoticeofConfirmationnan
231,2018-05-19,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,,124,525_Notation_NoticeofHolyOrdersDiaconate
232,1943-12-18,,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKjS1IAK,124,981_Notation_NoticeofHolyOrdersPresbyteral
233,1934-02-11,Bronx NY,Proof of Baptism,Notation,,,003Dx00000nKjS2IAK,124,186_Notation_ProofofBaptismnan
234,1990-03-17,,Notice of Matrimony,Notation,,,003Dx00000nKjS2IAK,124,186_Notation_NoticeofMatrimonynan
235,1997-11-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjS2IAK,124,186_Notation_NoticeofHolyOrdersDiaconate
236,1990-03-17,,Notice of Matrimony,Notation,,,003Dx00000nKjS3IAK,124,278_Notation_NoticeofMatrimonynan
237,1997-01-04,"Saint Mary Parish, Corvallis, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjS4IAK,124,681_Notation_NoticeofHolyOrdersDiaconate
238,1998-06-13,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKjS4IAK,124,681_Notation_NoticeofHolyOrdersPresbyteral
239,1944-02-27,"St. John the Baptist, Wagner, SD",Proof of Baptism,Notation,,,003Dx00000nKjS5IAK,124,110_Notation_ProofofBaptismnan
240,1967-08-19,,Notice of Matrimony,Notation,,,003Dx00000nKjS5IAK,124,110_Notation_NoticeofMatrimonynan
241,2015-10-24,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjS5IAK,124,110_Notation_NoticeofHolyOrdersDiaconate
242,1967-08-19,,Notice of Matrimony,Notation,,,003Dx00000nKjS6IAK,124,150_Notation_NoticeofMatrimonynan
243,2006-06-03,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjS9IAK,124,1539_Notation_NoticeofHolyOrdersPresbyteral
244,1984-06-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKj2cIAC,003Dx00000nKjSCIA0,124,606_Notation_NoticeofHolyOrdersPresbyteral
245,1985-06-29,"St. Thomas Parish, Tukwila WA",Proof of Baptism,Notation,,,003Dx00000nKjSEIA0,124,52_Notation_ProofofBaptismnan
246,1985-09-07,,Notice of Matrimony,Notation,,,003Dx00000nKjSEIA0,124,52_Notation_NoticeofMatrimonynan
247,1947-01-09,"St. Mary’s Church, Evanston IL",Proof of Baptism,Notation,,,003Dx00000nKjSFIA0,124,181_Notation_ProofofBaptismnan
248,2001-05-25,,Notice of Matrimony,Notation,,,003Dx00000nKjSFIA0,124,181_Notation_NoticeofMatrimonynan
249,1973-06-29,Jesuits,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjSHIA0,124,735_Notation_NoticeofHolyOrdersPresbyteral
250,1972-08-26,San Diego,Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjacIAC,003Dx00000nKjSLIA0,124,682_Notation_NoticeofHolyOrdersPresbyteral
251,2011-10-01,"San Carlos Cathedral, Monterey, CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjSNIA0,124,1518_Notation_NoticeofHolyOrdersDiaconate
252,2012-05-19,"Old Mission Church, San Luis Obispo, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZfIAK,003Dx00000nKjSNIA0,124,1518_Notation_NoticeofHolyOrdersPresbyteral
253,1989-07-15,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKjSQIA0,124,510_Notation_NoticeofHolyOrdersPresbyteral
254,1962-07-04,"St. Patrick Church, Walla Walla, WA",Proof of Baptism,Notation,,,003Dx00000nKjSWIA0,124,2002_Notation_ProofofBaptismnan
255,1993-05-29,Our Lady of Lourdes Church,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjSWIA0,124,2002_Notation_NoticeofHolyOrdersDiaconate
256,1994-06-18,"St. Joseph Church, Seattle, WA",Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjSWIA0,124,2002_Notation_NoticeofHolyOrdersPresbyteral
257,2001-04-14,"St. Mary Cathedral, Portland OR",Proof of Baptism,Notation,,,003Dx00000nKjSYIA0,124,32_Notation_ProofofBaptismnan
258,2001-04-01,,Notice of Matrimony,Notation,,,003Dx00000nKjSYIA0,124,32_Notation_NoticeofMatrimonynan
259,1986-11-07,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZQIA0,003Dx00000nKjSaIAK,124,627_Notation_NoticeofHolyOrdersPresbyteral
260,1991-08-25,"St. Thomas Moore, Portland, OR",Proof of Baptism,Notation,,,003Dx00000nKjSbIAK,124,2729_Notation_ProofofBaptismnan
261,2007-05-27,"St. Clare Parish, Portland, OR",Notice of Confirmation,Notation,,,003Dx00000nKjSbIAK,124,2729_Notation_NoticeofConfirmationnan
262,1973-06-23,"St. Joseph, Salem",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjaDIAS,003Dx00000nKjScIAK,124,683_Notation_NoticeofHolyOrdersPresbyteral
263,1978-10-15,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjSdIAK,124,984_Notation_NoticeofHolyOrdersDiaconate
264,1979-05-19,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKjSdIAK,124,984_Notation_NoticeofHolyOrdersPresbyteral
265,1990-12-29,,Notice of Matrimony,Notation,,,003Dx00000nKjSfIAK,124,312_Notation_NoticeofMatrimonynan
266,1948-03-26,"Ithaca, New York",Proof of Baptism,Notation,,,003Dx00000nKjSiIAK,124,1571_Notation_ProofofBaptismnan
267,1998-12-20,,Notice of Confirmation,Notation,,,003Dx00000nKjSiIAK,124,1571_Notation_NoticeofConfirmationnan
268,2000-11-28,"St. John’s Cathedral, Fresno, CA",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKjSiIAK,124,1571_Notation_NoticeofHolyOrdersDiaconate
269,2000-12-20,"St. John’s Cathedral, Fresno, CA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjahIAC,003Dx00000nKjSiIAK,124,1571_Notation_NoticeofHolyOrdersPresbyteral
270,1979-01-01,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKimyIAC,124,144_Notation_NoticeofHolyOrdersDiaconate
271,1968-01-14,"San BuenaventuruTorrialba, Costa Rica",Proof of Baptism,Notation,,,003Dx00000nKin6IAC,124,361_Notation_ProofofBaptismnan
272,2009-09-16,,Notice of Matrimony,Notation,,,003Dx00000nKin6IAC,124,361_Notation_NoticeofMatrimonynan
273,1957-05-12,"United Churcy of Byron, Byron, IL",Proof of Baptism,Notation,,,003Dx00000nKinHIAS,124,434_Notation_ProofofBaptismnan
274,1989-01-01,"St. Thomas the Apostle, Phoenix, AZ",Notice of Confirmation,Notation,,,003Dx00000nKinHIAS,124,434_Notation_NoticeofConfirmationnan
275,1989-01-01,"St. Thomas the Apostle, Phoenix, AZ",Notice of Profession of Faith,Notation,,,003Dx00000nKinHIAS,124,434_Notation_NoticeofProfessionofFaithnan
276,1989-02-18,,Notice of Matrimony,Notation,,,003Dx00000nKinHIAS,124,434_Notation_NoticeofMatrimonynan
277,1968-05-04,"St. Edward, Salem OR",Proof of Baptism,Notation,,,003Dx00000nKinMIAS,124,172_Notation_ProofofBaptismnan
278,1968-05-11,,Notice of Matrimony,Notation,,,003Dx00000nKinMIAS,124,172_Notation_NoticeofMatrimonynan
279,1970-09-26,,Notice of Matrimony,Notation,,,003Dx00000nKinNIAS,124,295_Notation_NoticeofMatrimonynan
280,1942-09-13,"St. Peter’s Parish, Dorchester MA",Proof of Baptism,Notation,,,003Dx00000nKinOIAS,124,232_Notation_ProofofBaptismnan
281,1970-09-26,,Notice of Matrimony,Notation,,,003Dx00000nKinOIAS,124,232_Notation_NoticeofMatrimonynan
282,2006-12-09,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKinOIAS,124,232_Notation_NoticeofHolyOrdersDiaconate
283,1990-12-29,,Proof of Baptism,Notation,,,003Dx00000nKinVIAS,124,2750_Notation_ProofofBaptismnan
284,2007-04-25,,Notice of Confirmation,Notation,,,003Dx00000nKinVIAS,124,2750_Notation_NoticeofConfirmationnan
285,2021-08-29,,Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKinVIAS,124,2750_Notation_NoticeofHolyOrdersDiaconate
286,2022-04-23,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKinVIAS,124,2750_Notation_NoticeofHolyOrdersPresbyteral
287,2016-06-11,"St. Aloysius Church, Spokane, WA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjamIAC,003Dx00000nKinZIAS,124,997_Notation_NoticeofHolyOrdersPresbyteral
288,1960-06-19,"Nativity of the Blessed Virgin Mary, Rainier OR",Proof of Baptism,Notation,,,003Dx00000nKincIAC,124,310_Notation_ProofofBaptismnan
289,1986-10-11,,Notice of Matrimony,Notation,,,003Dx00000nKincIAC,124,310_Notation_NoticeofMatrimonynan
290,2011-10-29,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKincIAC,124,310_Notation_NoticeofHolyOrdersDiaconate
291,1986-10-11,,Notice of Matrimony,Notation,,,003Dx00000nKindIAC,124,6_Notation_NoticeofMatrimonynan
292,1971-11-29,"First United Methodist Church, Anson TX",Proof of Baptism,Notation,,,,124,247_Notation_ProofofBaptismnan
293,1982-10-10,"St. Francis of Assisi Parish, Bend OR",Notice of Confirmation,Notation,,,,124,247_Notation_NoticeofConfirmationnan
294,1982-10-10,"St. Francis of Assisi Parish, Bend OR",Notice of Profession of Faith,Notation,,,,124,247_Notation_NoticeofProfessionofFaithnan
295,1982-10-10,,Notice of Matrimony,Notation,,,,124,247_Notation_NoticeofMatrimonynan
296,1993-11-05,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,,124,247_Notation_NoticeofHolyOrdersDiaconate
297,2017-05-20,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKinmIAC,124,526_Notation_NoticeofHolyOrdersDiaconate
298,2018-06-02,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZKIA0,003Dx00000nKinmIAC,124,526_Notation_NoticeofHolyOrdersPresbyteral
299,2001-05-05,"Holy Apostles Catholic Church, Boise, ID",Proof of Baptism,Notation,,,003Dx00000nKinoIAC,124,1591_Notation_ProofofBaptismnan
300,2017-04-27,,Notice of Confirmation,Notation,,,003Dx00000nKinoIAC,124,1591_Notation_NoticeofConfirmationnan
301,1970-09-15,,Proof of Baptism,Notation,,,003Dx00000nKinsIAC,124,499_Notation_ProofofBaptismnan
302,1967-05-13,"Mt. Michael Abbey, Elkhorn, NE",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjarIAC,003Dx00000nKinvIAC,124,607_Notation_NoticeofHolyOrdersPresbyteral
303,1973-06-30,,Notice of Matrimony,Notation,,,003Dx00000nKinwIAC,124,522_Notation_NoticeofMatrimonynan
304,1973-06-30,,Notice of Matrimony,Notation,,,003Dx00000nKinxIAC,124,262_Notation_NoticeofMatrimonynan
305,1989-06-18,"Cathedral of St. Chad, Birmingham, England",Notice of Holy Orders,Notation,Diaconate,,003Dx00000nKinxIAC,124,262_Notation_NoticeofHolyOrdersDiaconate
306,1953-05-30,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjZUIA0,003Dx00000nKinyIAC,124,864_Notation_NoticeofHolyOrdersPresbyteral
307,1994-01-08,,Notice of Matrimony,Notation,,,003Dx00000nKio5IAC,124,1541_Notation_NoticeofMatrimonynan
308,1979-06-02,"Fall River, MA",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKimJIAS,003Dx00000nKio6IAC,124,578_Notation_NoticeofHolyOrdersPresbyteral
309,2011-06-04,"Cathedral of the Immaculate Conception, Portland, OR",Notice of Holy Orders,Notation,Presbyteral,003Dx00000nKjOGIA0,003Dx00000nKio9IAC,124,783_Notation_NoticeofHolyOrdersPresbyteral
310,2017-04-07,"St. Patrick Parish, Portland",Proof of Baptism,Notation,,,003Dx00000nKioCIAS,124,1598_Notation_ProofofBaptismnan
311,2017-04-07,,Notice of Confirmation,Notation,,,003Dx00000nKioCIAS,124,1598_Notation_NoticeofConfirmationnan
312,1974-01-01,,Notice of Holy Orders,Notation,Presbyteral,,003Dx00000nKioEIAS,124,1003_Notation_NoticeofHolyOrdersPresbyteral
313,2003-12-09,"St. Andrew’s Catholic Church, Killaloe, ON, Canada",Proof of Baptism,Notation,,,003Dx00000nKioFIAS,124,2865_Notation_ProofofBaptismnan
314,2017-05-10,"St. James, McMinnville, OR",Notice of Confirmation,Notation,,,003Dx00000nKioFIAS,124,2865_Notation_NoticeofConfirmationnan
315,1955-12-11,"St. Clare Church, Portland OR",Proof of Baptism,Notation,,,003Dx00000nKioIIAS,124,209_Notation_ProofofBaptismnan
316,1986-08-09,,Notice of Matrimony,Notation,,,003Dx00000nKioIIAS,124,209_Notation_NoticeofMatrimonynan
